theta 	horizontal_polarization_intensity 	vertical_polarization_intensity 	x_coordinate 	y_coordinate 	r 	pixel_count
-0.4608 	16730 	29741 	511.7515 	388.1604 	0.5625 	21
-0.4689 	22056 	38071 	510.8381 	389.982 	0.5793 	26
-0.4774 	18363 	33337 	509.9095 	391.7961 	0.5508 	23
-0.4862 	18746 	33137 	508.965 	393.6026 	0.5657 	23
-0.4954 	19004 	35536 	508.0038 	395.4016 	0.5348 	24
-0.5049 	17788 	30252 	507.0251 	397.1928 	0.588 	24
-0.5145 	18651 	28336 	506.0284 	398.9762 	0.6582 	23
-0.5242 	17814 	31228 	505.0135 	400.7515 	0.5704 	25
-0.5339 	16773 	28698 	503.9807 	402.5183 	0.5845 	22
-0.5436 	19832 	31804 	502.9299 	404.2763 	0.6236 	24
-0.5533 	19490 	30954 	501.8615 	406.0253 	0.6296 	24
-0.563 	18823 	29682 	500.7753 	407.7648 	0.6342 	23
-0.5728 	17159 	26251 	499.6717 	409.4946 	0.6537 	23
-0.5826 	16675 	27661 	498.5506 	411.2143 	0.6028 	24
-0.5924 	17405 	25489 	497.4122 	412.9236 	0.6828 	22
-0.6023 	20193 	30235 	496.2566 	414.6223 	0.6679 	24
-0.6122 	19645 	28198 	495.084 	416.3099 	0.6967 	23
-0.6222 	21647 	29734 	493.8943 	417.9861 	0.728 	25
-0.6322 	19668 	27171 	492.6878 	419.6508 	0.7239 	23
-0.6422 	19438 	28890 	491.4646 	421.3034 	0.6728 	23
-0.6523 	22990 	32269 	490.2248 	422.9437 	0.7124 	25
-0.6624 	21309 	27276 	488.9684 	424.5713 	0.7812 	23
-0.6726 	18818 	23189 	487.6956 	426.186 	0.8115 	22
-0.6829 	20080 	22987 	486.4066 	427.7875 	0.8735 	23
-0.6932 	20915 	22926 	485.1013 	429.3753 	0.9123 	23
-0.7036 	21439 	24369 	483.7801 	430.9492 	0.8798 	23
-0.714 	20310 	22632 	482.4428 	432.5089 	0.8974 	21
-0.7243 	23449 	26062 	481.0898 	434.0542 	0.8997 	25
-0.7346 	23231 	23652 	479.7213 	435.5851 	0.9822 	23
-0.7448 	24471 	27319 	478.3375 	437.1016 	0.8958 	24
-0.7549 	22663 	24812 	476.9386 	438.6037 	0.9134 	23
-0.7649 	17617 	20571 	475.5249 	440.0913 	0.8564 	21
-0.7749 	15284 	16002 	474.0966 	441.5645 	0.9551 	18
-0.7848 	22977 	22357 	472.6538 	443.0232 	1.0277 	24
-0.7946 	23787 	26616 	471.197 	444.4675 	0.8937 	24
-0.8044 	25208 	26310 	469.7263 	445.8972 	0.9581 	24
-0.8141 	25317 	25819 	468.2419 	447.3124 	0.9806 	24
-0.8237 	27064 	25259 	466.744 	448.7132 	1.0715 	24
-0.8332 	26148 	24961 	465.233 	450.0993 	1.0476 	23
-0.8427 	24600 	22990 	463.709 	451.471 	1.07 	22
-0.8521 	24183 	22151 	462.1722 	452.828 	1.0917 	22
-0.8614 	25862 	21774 	460.623 	454.1705 	1.1877 	23
-0.8707 	24645 	21444 	459.0614 	455.4984 	1.1493 	24
-0.8799 	24404 	20738 	457.4879 	456.8117 	1.1768 	22
-0.889 	25724 	20372 	455.9025 	458.1104 	1.2627 	22
-0.8981 	26387 	20562 	454.3055 	459.3944 	1.2833 	23
-0.9071 	27619 	21865 	452.6972 	460.6638 	1.2632 	24
-0.9161 	24608 	20533 	451.0777 	461.9185 	1.1985 	24
-0.925 	25451 	20180 	449.4473 	463.1585 	1.2612 	23
-0.934 	29321 	21585 	447.8062 	464.3837 	1.3584 	23
-0.9429 	28588 	20431 	446.1543 	465.594 	1.3992 	21
-0.9518 	14207 	9959 	444.492 	466.7895 	1.4265 	13
-0.9606 	1258 	907 	442.8195 	467.97 	1.387 	2
-0.9695 	0 	0 	441.1367 	469.1355 	NaN 	0
-0.9783 	0 	0 	439.4441 	470.2859 	NaN 	0
-0.9871 	0 	0 	437.7416 	471.4212 	NaN 	0
-0.9958 	0 	0 	436.0294 	472.5413 	NaN 	0
-1.0046 	0 	0 	434.3079 	473.6461 	NaN 	0
-1.0134 	0 	0 	432.577 	474.7357 	NaN 	0
-1.0221 	0 	0 	430.8369 	475.8099 	NaN 	0
-1.0308 	0 	0 	429.088 	476.8687 	NaN 	0
-1.0395 	0 	0 	427.3301 	477.912 	NaN 	0
-1.0482 	0 	0 	425.5637 	478.9398 	NaN 	0
-1.0569 	0 	0 	423.7887 	479.952 	NaN 	0
-1.0655 	0 	0 	422.0055 	480.9485 	NaN 	0
-1.0742 	0 	0 	420.2141 	481.9294 	NaN 	0
-1.0828 	0 	0 	418.4146 	482.8945 	NaN 	0
-1.0914 	0 	0 	416.6074 	483.8438 	NaN 	0
-1.1 	0 	0 	414.7925 	484.7772 	NaN 	0
-1.1086 	0 	0 	412.9701 	485.6949 	NaN 	0
-1.1172 	0 	0 	411.1402 	486.5967 	NaN 	0
-1.1257 	0 	0 	409.303 	487.4828 	NaN 	0
-1.1342 	0 	0 	407.4586 	488.353 	NaN 	0
-1.1426 	0 	0 	405.6072 	489.2075 	NaN 	0
-1.151 	0 	0 	403.7488 	490.0463 	NaN 	0
-1.1594 	0 	0 	401.8837 	490.8692 	NaN 	0
-1.1678 	0 	0 	400.0118 	491.6765 	NaN 	0
-1.1762 	0 	0 	398.1335 	492.468 	NaN 	0
-1.1845 	0 	0 	396.2487 	493.2438 	NaN 	0
-1.1928 	0 	0 	394.3576 	494.0039 	NaN 	0
-1.201 	0 	0 	392.4603 	494.7483 	NaN 	0
-1.2093 	0 	0 	390.557 	495.477 	NaN 	0
-1.2175 	0 	0 	388.6477 	496.1901 	NaN 	0
-1.2256 	0 	0 	386.7327 	496.8875 	NaN 	0
-1.2338 	0 	0 	384.812 	497.5692 	NaN 	0
-1.2419 	0 	0 	382.8858 	498.2352 	NaN 	0
-1.25 	0 	0 	380.9542 	498.8857 	NaN 	0
-1.2582 	0 	0 	379.0172 	499.5205 	NaN 	0
-1.2664 	0 	0 	377.0752 	500.1395 	NaN 	0
-1.2747 	0 	0 	375.1281 	500.7424 	NaN 	0
-1.2831 	0 	0 	373.1762 	501.329 	NaN 	0
-1.2917 	0 	0 	371.2198 	501.8988 	NaN 	0
-1.3004 	0 	0 	369.2588 	502.4516 	NaN 	0
-1.3093 	0 	0 	367.2935 	502.9869 	NaN 	0
-1.3183 	0 	0 	365.3241 	503.5046 	NaN 	0
-1.3274 	0 	0 	363.3507 	504.0043 	NaN 	0
-1.3367 	0 	0 	361.3735 	504.4856 	NaN 	0
-1.3461 	0 	0 	359.3927 	504.9483 	NaN 	0
-1.3556 	0 	0 	357.4084 	505.392 	NaN 	0
-1.3653 	0 	0 	355.4207 	505.8164 	NaN 	0
-1.3752 	0 	0 	353.43 	506.2211 	NaN 	0
-1.3852 	0 	0 	351.4363 	506.6059 	NaN 	0
-1.3953 	0 	0 	349.4398 	506.9705 	NaN 	0
-1.4056 	0 	0 	347.4406 	507.3144 	NaN 	0
-1.4161 	0 	0 	345.439 	507.6374 	NaN 	0
-1.4267 	0 	0 	343.4351 	507.9392 	NaN 	0
-1.4374 	0 	0 	341.429 	508.2195 	NaN 	0
-1.4482 	0 	0 	339.421 	508.4778 	NaN 	0
-1.4588 	0 	0 	337.4111 	508.7143 	NaN 	0
-1.4689 	0 	0 	335.3995 	508.93 	NaN 	0
-1.4784 	0 	0 	333.3864 	509.126 	NaN 	0
-1.4874 	0 	0 	331.3716 	509.3033 	NaN 	0
-1.4958 	0 	0 	329.3554 	509.4631 	NaN 	0
-1.5037 	0 	0 	327.3378 	509.6064 	NaN 	0
-1.511 	0 	0 	325.319 	509.7344 	NaN 	0
-1.5178 	0 	0 	323.299 	509.8481 	NaN 	0
